Order Number,Order Date,Year,Month,Month Number,Day of Week,Day Type,Season,Customer ID,Customer Name,Age Group,Gender,City,State,Membership Tier,Mall Name,Store Name,Product Category,Floor Level,Items Purchased,Unit Price ($),Subtotal ($),Discount (%),Discount Amount ($),Tax Rate (%),Tax Amount ($),Total Amount ($),Payment Method,Promo Used,Promo Code,Visit Purpose,Visit Duration (mins),Parking Type,Satisfaction Score,Returned Item,Return Reason,Online Review Posted,Loyalty Points Earned
ORD-2023-00767,5/29/2022,2022,May,5,Sunday,Weekend,Spring,CUST33672,Emily Ramirez,35-44,Female,Fort Worth,TX,Silver,Summit Crossing,IKEA,Home & Living,3rd,2,286.83,573.66,25,143.41,5.16,22.2,452.45,Gift Card,No,,Dining,47,Free,1,Yes,Wrong item,No,1594
ORD-2024-00768,1/18/2023,2023,January,1,Wednesday,Weekday,Winter,CUST84925,Donna Smith,45-54,Male,Los Angeles,CA,Silver,The Royal Galleria,Pandora,Jewelry,Ground,3,470.67,1412.01,20,282.4,7.53,85.06,1214.67,Gift Card,No,,Entertainment,45,Free,4,No,,No,4140
ORD-2022-00769,10/24/2022,2022,October,10,Monday,Weekday,Fall,CUST28057,Emily Sanchez,18-24,Female,Jacksonville,FL,Silver,Southshore Pavilion,Sephora,Beauty,2nd,3,85.55,256.65,15,38.5,8.34,18.19,236.34,Gift Card,No,,Gift Buying,34,Free,4,No,,No,488
ORD-2023-00770,12/11/2023,2023,December,12,Monday,Weekday,Winter,CUST67031,Robert Lee,25-34,Male,Columbus,OH,Platinum,Lakewood Center,Bath & Body Works,Beauty,Ground,3,6.43,19.29,10,1.93,5.88,1.02,18.38,Cash,No,,Window Shopping,227,Paid,1,No,,Yes,70
ORD-2024-00771,4/19/2022,2022,April,4,Tuesday,Weekday,Spring,CUST71604,David Moore,35-44,Male,Columbus,OH,Diamond,Pinnacle Plaza,Dave & Busters,Entertainment,Ground,9,85.66,770.94,10,77.09,7.3,50.65,744.5,Buy Now Pay Later,No,,Entertainment,16,Paid,2,No,,No,1524
ORD-2022-00772,5/9/2024,2024,May,5,Thursday,Weekday,Spring,CUST10818,Stephanie White,18-24,Male,Charlotte,NC,Silver,Northpark Mall,Bose,Electronics,Ground,1,394.22,394.22,25,98.56,9.49,28.06,323.72,Credit Card,No,,Shopping,44,Paid,4,No,,No,1380
ORD-2023-00773,6/15/2022,2022,June,6,Wednesday,Weekday,Summer,CUST84647,Donald Brown,25-34,Female,Columbus,OH,Bronze,Pinnacle Plaza,Uniqlo,Fashion,3rd,1,21.25,21.25,0,0,8.01,1.7,22.95,Cash,No,,Leisure,18,Paid,1,No,,No,75
ORD-2024-00774,8/24/2023,2023,August,8,Thursday,Weekday,Summer,CUST71384,Kenneth King,18-24,Female,Fort Worth,TX,Silver,Blue Harbor Center,Skechers,Sports,3rd,9,288.68,2598.12,25,649.53,7.88,153.55,2102.14,Debit Card,Yes,PROMO956,Gift Buying,80,Valet,4,No,,No,6429
ORD-2022-00775,9/29/2023,2023,September,9,Friday,Weekday,Fall,CUST19269,Stephanie Campbell,45-54,Male,Charlotte,NC,Bronze,Pinnacle Plaza,Disney Store,Kids,Ground,6,27.47,164.82,5,8.24,8.93,13.98,170.56,Gift Card,Yes,PROMO902,Window Shopping,71,Free,5,Yes,Changed mind,No,691
ORD-2023-00776,11/7/2022,2022,November,11,Monday,Weekday,Fall,CUST67071,Sarah Wright,45-54,Female,San Antonio,TX,Bronze,Westfield Grand,Zales,Jewelry,Ground,7,226.66,1586.62,10,158.66,6.53,93.25,1521.21,Buy Now Pay Later,No,,Entertainment,91,Free,5,No,,No,7126
ORD-2024-00777,9/3/2023,2023,September,9,Sunday,Weekend,Fall,CUST16956,Lisa Perez,35-44,Male,New York,NY,Silver,Northpark Mall,Swarovski,Jewelry,3rd,8,463.87,3710.96,15,556.64,7.75,244.46,3398.78,Mobile Pay,No,,Gift Buying,100,Free,4,No,,No,11475
ORD-2022-00778,10/27/2023,2023,October,10,Friday,Weekday,Fall,CUST13611,George Martin,35-44,Male,Austin,TX,Gold,Lakewood Center,Apple Store,Electronics,3rd,10,55.35,553.5,0,0,11.66,64.54,618.04,Credit Card,No,,Window Shopping,214,Free,4,No,,No,2358
ORD-2023-00779,12/29/2022,2022,December,12,Thursday,Weekday,Winter,CUST40645,Michelle White,25-34,Male,Jacksonville,FL,Silver,Eastgate Mall,Starbucks,Food & Beverage,3rd,5,350.82,1754.1,0,0,6.24,109.46,1863.56,Credit Card,No,,Shopping,185,Paid,3,No,,No,2307
ORD-2024-00780,4/14/2022,2022,April,4,Thursday,Weekday,Spring,CUST33998,Susan Campbell,25-34,Male,Philadelphia,PA,Diamond,Sunrise Mall,JBL,Electronics,Ground,6,483.47,2900.82,15,435.12,9.8,241.64,2707.34,Cash,No,,Window Shopping,177,Paid,5,No,,Yes,7504
ORD-2022-00781,4/12/2022,2022,April,4,Tuesday,Weekday,Spring,CUST97349,Mary Anderson,18-24,Male,Austin,TX,Platinum,Summit Crossing,Bed Bath & Beyond,Home & Living,Ground,2,28.83,57.66,30,17.3,7.01,2.83,43.19,Buy Now Pay Later,Yes,PROMO806,Gift Buying,70,Free,5,No,,No,64
ORD-2023-00782,4/4/2022,2022,April,4,Monday,Weekday,Spring,CUST49307,John Wright,25-34,Male,Los Angeles,CA,Gold,The Royal Galleria,Justice,Kids,2nd,2,477.93,955.86,30,286.76,7.36,49.25,718.35,Gift Card,No,,Gift Buying,59,Free,5,No,,No,1139
ORD-2024-00783,5/2/2022,2022,May,5,Monday,Weekday,Spring,CUST12519,James Adams,18-24,Female,San Jose,CA,Silver,Southshore Pavilion,Tiffany & Co.,Jewelry,1st,7,471.74,3302.18,25,825.54,8.83,218.69,2695.33,Credit Card,Yes,PROMO812,Gift Buying,114,Valet,5,No,,No,10181
ORD-2022-00784,3/23/2023,2023,March,3,Thursday,Weekday,Spring,CUST59147,Emily Hall,18-24,Male,Phoenix,AZ,Platinum,The Royal Galleria,Reebok,Sports,Food Court,1,6.38,6.38,10,0.64,7.64,0.44,6.18,Debit Card,No,,Entertainment,98,Free,1,No,,Yes,13
ORD-2023-00785,8/9/2023,2023,August,8,Wednesday,Weekday,Summer,CUST18014,Elizabeth Nguyen,25-34,Female,Phoenix,AZ,Gold,Northpark Mall,LG Studio,Electronics,3rd,11,473.78,5211.58,15,781.74,6.05,268.01,4697.85,Debit Card,No,,Entertainment,99,Paid,5,Yes,Wrong size,No,5569
ORD-2024-00786,4/27/2024,2024,April,4,Saturday,Weekend,Spring,CUST21584,Barbara Davis,35-44,Female,New York,NY,Silver,Pinnacle Plaza,Gymboree,Kids,2nd,8,113.87,910.96,0,0,11.49,104.67,1015.63,Cash,No,,Leisure,100,Valet,5,No,,No,5005
ORD-2022-00787,1/17/2023,2023,January,1,Tuesday,Weekday,Winter,CUST65508,Emily Roberts,55-64,Female,Jacksonville,FL,Silver,Southshore Pavilion,Best Buy,Electronics,Ground,7,27.98,195.86,30,58.76,6.68,9.16,146.26,Buy Now Pay Later,No,,Dining,219,Free,1,No,,No,721
ORD-2023-00788,9/16/2022,2022,September,9,Friday,Weekday,Fall,CUST39576,Matthew Hernandez,35-44,Male,Los Angeles,CA,Gold,Sunrise Mall,Levi's,Fashion,Ground,9,8.03,72.27,0,0,9.9,7.15,79.42,Debit Card,Yes,PROMO461,Shopping,180,Paid,5,No,,No,261
ORD-2024-00789,1/20/2024,2024,January,1,Saturday,Weekend,Winter,CUST75946,Stephanie Davis,18-24,Prefer not to say,Los Angeles,CA,Silver,Eastgate Mall,Barnes & Noble,Books & Gifts,2nd,9,188.86,1699.74,10,169.97,5.57,85.21,1614.98,Gift Card,No,,Entertainment,160,Free,5,No,,No,1902
ORD-2022-00790,11/27/2023,2023,November,11,Monday,Weekday,Fall,CUST38304,George Hill,45-54,Female,Fort Worth,TX,Bronze,Northpark Mall,Under Armour,Sports,Food Court,7,306.28,2143.96,0,0,11.36,243.55,2387.51,Mobile Pay,No,,Dining,220,Paid,4,No,,No,3706
ORD-2023-00791,1/3/2022,2022,January,1,Monday,Weekday,Winter,CUST80340,Michelle Jackson,65+,Non-binary,Houston,TX,Bronze,Northpark Mall,Forever 21,Fashion,2nd,4,71.96,287.84,25,71.96,5.41,11.68,227.56,Credit Card,Yes,PROMO234,Entertainment,86,Paid,4,No,,No,287
ORD-2024-00792,2/6/2023,2023,February,2,Monday,Weekday,Winter,CUST37244,Robert Green,55-64,Female,Chicago,IL,Diamond,Westfield Grand,Forever 21,Fashion,1st,5,468.87,2344.35,15,351.65,6.53,130.12,2122.82,Debit Card,No,,Dining,198,Free,4,No,,No,3769
ORD-2022-00793,10/27/2024,2024,October,10,Sunday,Weekend,Fall,CUST43222,Patricia Clark,45-54,Female,Charlotte,NC,Silver,Summit Crossing,Bose,Electronics,Ground,1,342.68,342.68,20,68.54,7.41,20.31,294.45,Gift Card,No,,Dining,227,Paid,4,No,,No,1198
ORD-2023-00794,7/3/2022,2022,July,7,Sunday,Weekend,Summer,CUST15357,Anthony Hill,45-54,Male,Phoenix,AZ,Platinum,Lakewood Center,Pandora,Jewelry,Ground,3,293.11,879.33,30,263.8,6.53,40.19,655.72,Credit Card,No,,Entertainment,78,Free,5,No,,Yes,2144
ORD-2024-00795,8/31/2022,2022,August,8,Wednesday,Weekday,Summer,CUST63197,Patricia White,25-34,Male,Dallas,TX,Gold,Westfield Grand,Tiffany & Co.,Jewelry,1st,6,484.58,2907.48,5,145.37,11.79,325.65,3087.76,Mobile Pay,No,,Window Shopping,207,Free,5,Yes,Defective,No,7950
ORD-2022-00796,8/11/2023,2023,August,8,Friday,Weekday,Summer,CUST35735,Dorothy Sanchez,18-24,Male,San Diego,CA,Gold,Westfield Grand,Bath & Body Works,Beauty,Ground,10,386.25,3862.5,15,579.38,8.97,294.5,3577.62,Cash,No,,Shopping,92,Free,4,No,,Yes,16200
ORD-2023-00797,10/28/2022,2022,October,10,Friday,Weekday,Fall,CUST55026,David Mitchell,45-54,Non-binary,Austin,TX,Diamond,Eastgate Mall,MAC Cosmetics,Beauty,Food Court,9,349.24,3143.16,0,0,6.06,190.48,3333.64,Buy Now Pay Later,Yes,PROMO852,Gift Buying,232,Valet,4,No,,No,11570
ORD-2024-00798,10/30/2022,2022,October,10,Sunday,Weekend,Fall,CUST96247,Melissa Garcia,35-44,Male,Charlotte,NC,Gold,The Royal Galleria,New Balance,Sports,1st,11,193.23,2125.53,0,0,8.92,189.6,2315.13,Debit Card,No,,Dining,199,Free,5,No,,No,2848
ORD-2022-00799,6/18/2023,2023,June,6,Sunday,Weekend,Summer,CUST20164,George Thomas,35-44,Female,Fort Worth,TX,Bronze,Westfield Grand,Skechers,Sports,Ground,6,424.93,2549.58,10,254.96,7.84,179.9,2474.52,Cash,No,,Leisure,83,Paid,4,No,,No,5749
ORD-2023-00800,7/4/2023,2023,July,7,Tuesday,Weekday,Summer,CUST83966,Dorothy White,18-24,Male,Houston,TX,Silver,Summit Crossing,Pottery Barn,Home & Living,Ground,5,199.55,997.75,25,249.44,9.16,68.55,816.86,Gift Card,Yes,PROMO180,Window Shopping,221,Free,2,No,,Yes,3096
ORD-2024-00801,9/20/2023,2023,September,9,Wednesday,Weekday,Fall,CUST88111,Ronald Sanchez,18-24,Female,Chicago,IL,Bronze,Summit Crossing,Disney Store,Kids,Ground,6,289.98,1739.88,5,86.99,10.91,180.33,1833.22,Debit Card,Yes,PROMO476,Shopping,233,Paid,5,Yes,Changed mind,No,3164
ORD-2022-00802,4/18/2022,2022,April,4,Monday,Weekday,Spring,CUST30632,Richard Thomas,35-44,Female,San Jose,CA,Diamond,Northpark Mall,LUSH,Beauty,2nd,2,153.99,307.98,5,15.4,7.16,20.95,313.53,Buy Now Pay Later,No,,Shopping,130,Valet,4,No,,No,336
ORD-2023-00803,9/7/2022,2022,September,9,Wednesday,Weekday,Fall,CUST25761,William Martinez,35-44,Male,Charlotte,NC,Bronze,Summit Crossing,Virtual Reality Zone,Entertainment,3rd,12,276.75,3321,0,0,11.53,382.91,3703.91,Cash,No,,Entertainment,55,Free,3,No,,No,11193
ORD-2024-00804,10/17/2024,2024,October,10,Thursday,Weekday,Fall,CUST94948,Carol Hernandez,18-24,Female,Houston,TX,Diamond,Lakewood Center,H&M,Fashion,Ground,11,17.53,192.83,10,19.28,10.58,18.36,191.91,Buy Now Pay Later,Yes,PROMO540,Dining,71,Free,5,No,,No,551
ORD-2022-00805,4/6/2022,2022,April,4,Wednesday,Weekday,Spring,CUST13222,Andrew Jones,25-34,Male,Charlotte,NC,Diamond,Lakewood Center,Pottery Barn,Home & Living,1st,6,166.11,996.66,10,99.67,11.89,106.65,1003.64,Credit Card,No,,Shopping,53,Free,4,No,,Yes,4402
ORD-2023-00806,9/9/2023,2023,September,9,Saturday,Weekend,Fall,CUST62166,Susan Carter,35-44,Male,Fort Worth,TX,Silver,Sunrise Mall,Reebok,Sports,Ground,11,348.59,3834.49,10,383.45,6.15,212.24,3663.28,Credit Card,No,,Dining,46,Paid,3,No,,Yes,14225
ORD-2024-00807,9/19/2024,2024,September,9,Thursday,Weekday,Fall,CUST56169,Nancy Flores,25-34,Female,Jacksonville,FL,Platinum,Blue Harbor Center,Puma,Sports,2nd,11,343.03,3773.33,25,943.33,6.04,170.93,3000.93,Debit Card,No,,Leisure,192,Paid,5,No,,Yes,3018
ORD-2022-00808,3/31/2023,2023,March,3,Friday,Weekday,Spring,CUST21417,Dorothy Ramirez,25-34,Male,Houston,TX,Silver,Blue Harbor Center,Pottery Barn,Home & Living,Ground,1,237.42,237.42,0,0,5.34,12.68,250.1,Mobile Pay,No,,Shopping,145,Paid,3,No,,Yes,1103
ORD-2023-00809,10/3/2024,2024,October,10,Thursday,Weekday,Fall,CUST82564,Matthew Adams,25-34,Male,Los Angeles,CA,Bronze,Eastgate Mall,Best Buy,Electronics,Ground,9,340.5,3064.5,15,459.68,6.28,163.58,2768.4,Credit Card,No,,Window Shopping,185,Paid,5,No,,No,7225
ORD-2024-00810,6/22/2023,2023,June,6,Thursday,Weekday,Summer,CUST28564,George Martinez,55-64,Male,Houston,TX,Diamond,Pinnacle Plaza,Subway,Food & Beverage,2nd,12,256.64,3079.68,15,461.95,10.28,269.1,2886.83,Cash,No,,Entertainment,54,Paid,4,No,,No,10800
ORD-2022-00811,12/26/2023,2023,December,12,Tuesday,Weekday,Winter,CUST37664,Michelle Perez,25-34,Female,Chicago,IL,Silver,Eastgate Mall,Pandora,Jewelry,1st,1,450.61,450.61,0,0,11.28,50.83,501.44,Buy Now Pay Later,No,,Window Shopping,236,Paid,5,Yes,Wrong size,No,711
ORD-2023-00812,10/8/2023,2023,October,10,Sunday,Weekend,Fall,CUST95616,Stephanie Davis,18-24,Female,Phoenix,AZ,Gold,Northpark Mall,Skechers,Sports,1st,3,11.71,35.13,15,5.27,6.54,1.95,31.81,Mobile Pay,Yes,PROMO508,Dining,117,Paid,5,No,,No,78
ORD-2024-00813,9/2/2024,2024,September,9,Monday,Weekday,Fall,CUST32843,Kenneth Jones,45-54,Female,Phoenix,AZ,Diamond,Summit Crossing,Uniqlo,Fashion,Food Court,11,38.31,421.41,0,0,11.84,49.89,471.3,Cash,No,,Shopping,34,Free,4,No,,No,643
ORD-2022-00814,3/10/2023,2023,March,3,Friday,Weekday,Spring,CUST34230,Ashley Thompson,25-34,Male,Dallas,TX,Bronze,Lakewood Center,Things Remembered,Books & Gifts,Ground,1,406.55,406.55,0,0,6.18,25.12,431.67,Debit Card,No,,Leisure,18,Paid,2,No,,Yes,558
ORD-2023-00815,5/30/2024,2024,May,5,Thursday,Weekday,Spring,CUST69494,Kenneth Adams,35-44,Male,Dallas,TX,Silver,Lakewood Center,Spencer's,Books & Gifts,1st,10,477.67,4776.7,10,477.67,5.52,237.31,4536.34,Mobile Pay,No,,Window Shopping,138,Free,3,No,,Yes,18411
ORD-2024-00816,12/22/2024,2024,December,12,Sunday,Weekend,Winter,CUST56191,Andrew Clark,45-54,Female,Austin,TX,Bronze,Lakewood Center,Justice,Kids,Ground,11,468.3,5151.3,25,1287.83,9.79,378.23,4241.7,Buy Now Pay Later,No,,Leisure,94,Free,3,No,,No,12937
ORD-2022-00817,11/17/2023,2023,November,11,Friday,Weekday,Fall,CUST25866,Robert Hernandez,35-44,Male,Chicago,IL,Gold,Sunrise Mall,KFC,Food & Beverage,Ground,6,421.87,2531.22,20,506.24,8.4,170.1,2195.08,Mobile Pay,No,,Entertainment,87,Paid,4,No,,No,5890
ORD-2023-00818,9/26/2023,2023,September,9,Tuesday,Weekday,Fall,CUST68697,Karen Torres,35-44,Male,San Antonio,TX,Gold,Lakewood Center,The Children's Place,Kids,Ground,5,442.98,2214.9,0,0,10.71,237.22,2452.12,Mobile Pay,Yes,PROMO516,Entertainment,124,Free,5,Yes,Changed mind,No,4405
ORD-2024-00819,7/12/2023,2023,July,7,Wednesday,Weekday,Summer,CUST20364,Sandra Lewis,25-34,Male,Chicago,IL,Bronze,Southshore Pavilion,Spencer's,Books & Gifts,1st,11,284.89,3133.79,5,156.69,8.99,267.64,3244.74,Mobile Pay,No,,Dining,97,Free,3,No,,No,5340
ORD-2022-00820,2/27/2023,2023,February,2,Monday,Weekday,Winter,CUST48008,Daniel Flores,55-64,Female,Los Angeles,CA,Diamond,Pinnacle Plaza,Kay Jewelers,Jewelry,Ground,10,425.72,4257.2,20,851.44,10.34,352.16,3757.92,Gift Card,No,,Window Shopping,104,Free,5,No,,No,17303
ORD-2023-00821,9/22/2023,2023,September,9,Friday,Weekday,Fall,CUST84630,Linda Sanchez,45-54,Female,San Jose,CA,Diamond,The Royal Galleria,Sephora,Beauty,1st,10,126.07,1260.7,15,189.1,10.84,116.16,1187.76,Cash,No,,Entertainment,163,Free,4,No,,No,4399
ORD-2024-00822,10/27/2022,2022,October,10,Thursday,Weekday,Fall,CUST26817,Paul Clark,45-54,Male,Philadelphia,PA,Gold,Southshore Pavilion,Nike,Sports,Food Court,8,363.16,2905.28,0,0,9.03,262.35,3167.63,Gift Card,No,,Leisure,212,Free,5,No,,Yes,15809
ORD-2022-00823,5/6/2022,2022,May,5,Friday,Weekday,Spring,CUST52837,Robert Walker,35-44,Male,Fort Worth,TX,Silver,Lakewood Center,McDonald's,Food & Beverage,Ground,9,177.14,1594.26,0,0,9.97,158.95,1753.21,Mobile Pay,No,,Entertainment,101,Free,4,No,,Yes,3703
ORD-2023-00824,5/12/2022,2022,May,5,Thursday,Weekday,Spring,CUST56631,Mary Martinez,55-64,Prefer not to say,New York,NY,Bronze,Southshore Pavilion,KFC,Food & Beverage,1st,2,106,212,25,53,7.33,11.65,170.65,Mobile Pay,No,,Entertainment,150,Paid,5,No,,No,172
ORD-2024-00825,6/11/2022,2022,June,6,Saturday,Weekend,Summer,CUST82423,Melissa White,18-24,Male,Phoenix,AZ,Bronze,Sunrise Mall,Hallmark,Books & Gifts,Food Court,5,349.4,1747,5,87.35,6.55,108.71,1768.36,Credit Card,Yes,PROMO287,Dining,153,Free,4,Yes,Defective,Yes,7008
ORD-2022-00826,9/27/2023,2023,September,9,Wednesday,Weekday,Fall,CUST95986,Mark Wilson,65+,Male,Phoenix,AZ,Bronze,Blue Harbor Center,Cinnabon,Entertainment,2nd,5,119.84,599.2,10,59.92,9.06,48.86,588.14,Gift Card,No,,Leisure,192,Free,5,No,,No,2709
ORD-2023-00827,10/16/2022,2022,October,10,Sunday,Weekend,Fall,CUST30052,Emily Brown,55-64,Non-binary,Fort Worth,TX,Platinum,Eastgate Mall,Things Remembered,Books & Gifts,Ground,11,49.39,543.29,15,81.49,8.41,38.84,500.64,Cash,No,,Shopping,134,Free,4,No,,No,2090
ORD-2024-00828,12/1/2022,2022,December,12,Thursday,Weekday,Winter,CUST68779,Lisa Lopez,25-34,Male,San Antonio,TX,Platinum,Eastgate Mall,Pizza Hut,Food & Beverage,2nd,12,436.71,5240.52,25,1310.13,6.12,240.54,4170.93,Debit Card,Yes,PROMO239,Dining,148,Free,5,No,,Yes,5969
ORD-2022-00829,2/14/2022,2022,February,2,Monday,Weekday,Winter,CUST18876,Sandra Lewis,25-34,Female,San Antonio,TX,Gold,The Royal Galleria,Adidas,Sports,Ground,2,336.81,673.62,5,33.68,8.19,52.41,692.35,Credit Card,No,,Window Shopping,234,Paid,4,No,,No,2764
ORD-2023-00830,3/8/2023,2023,March,3,Wednesday,Weekday,Spring,CUST86247,Joseph Mitchell,55-64,Male,Charlotte,NC,Gold,Blue Harbor Center,H&M,Fashion,3rd,5,408.95,2044.75,0,0,5.2,106.33,2151.08,Cash,Yes,PROMO169,Leisure,217,Paid,3,No,,No,9010
ORD-2024-00831,7/19/2024,2024,July,7,Friday,Weekday,Summer,CUST17666,Patricia White,18-24,Female,Phoenix,AZ,Silver,Blue Harbor Center,Subway,Food & Beverage,1st,12,209.73,2516.76,20,503.35,9.62,193.69,2207.1,Gift Card,No,,Window Shopping,201,Paid,5,No,,No,4506
ORD-2022-00832,1/10/2023,2023,January,1,Tuesday,Weekday,Winter,CUST39804,Kevin Wright,25-34,Female,Philadelphia,PA,Silver,Eastgate Mall,Sephora,Beauty,3rd,8,81.27,650.16,15,97.52,9.4,51.95,604.59,Cash,No,,Gift Buying,238,Valet,5,No,,Yes,1434
ORD-2023-00833,6/6/2023,2023,June,6,Tuesday,Weekday,Summer,CUST34592,Jessica Green,18-24,Female,San Diego,CA,Silver,Pinnacle Plaza,Build-A-Bear,Kids,3rd,2,398.24,796.48,0,0,5.59,44.52,841,Credit Card,Yes,PROMO454,Shopping,150,Paid,4,No,,No,3339
ORD-2024-00834,6/1/2022,2022,June,6,Wednesday,Weekday,Summer,CUST92480,George Williams,55-64,Non-binary,Phoenix,AZ,Diamond,Lakewood Center,AMC Theaters,Entertainment,Ground,10,79.77,797.7,0,0,11.8,94.13,891.83,Gift Card,No,,Entertainment,192,Free,4,No,,No,1517
ORD-2022-00835,6/6/2023,2023,June,6,Tuesday,Weekday,Summer,CUST12813,Elizabeth Hernandez,45-54,Female,San Diego,CA,Silver,Northpark Mall,Adidas,Sports,Ground,5,79.08,395.4,0,0,6.23,24.63,420.03,Buy Now Pay Later,No,,Entertainment,190,Free,5,No,,No,1656
ORD-2023-00836,2/19/2023,2023,February,2,Sunday,Weekend,Winter,CUST75824,Mary Martin,55-64,Male,San Diego,CA,Platinum,The Royal Galleria,Bath & Body Works,Beauty,1st,8,256.74,2053.92,10,205.39,7.31,135.13,1983.66,Cash,No,,Window Shopping,20,Paid,5,Yes,Changed mind,No,6840
ORD-2024-00837,7/6/2024,2024,July,7,Saturday,Weekend,Summer,CUST65985,Elizabeth Sanchez,25-34,Female,Jacksonville,FL,Gold,Southshore Pavilion,Cinnabon,Entertainment,1st,4,84.18,336.72,25,84.18,10.19,25.73,278.27,Mobile Pay,No,,Dining,83,Free,3,No,,No,449
ORD-2022-00838,12/17/2023,2023,December,12,Sunday,Weekend,Winter,CUST13640,Joshua Rodriguez,45-54,Male,Fort Worth,TX,Gold,Blue Harbor Center,Disney Store,Kids,1st,10,363.94,3639.4,0,0,9.15,333.01,3972.41,Credit Card,No,,Shopping,97,Free,5,No,,No,16008
ORD-2023-00839,6/11/2024,2024,June,6,Tuesday,Weekday,Summer,CUST91582,Mark Lopez,45-54,Female,Austin,TX,Gold,Blue Harbor Center,Under Armour,Sports,Ground,11,383.15,4214.65,0,0,8.02,338.01,4552.66,Credit Card,No,,Entertainment,184,Free,4,No,,No,6500
ORD-2024-00840,3/24/2022,2022,March,3,Thursday,Weekday,Spring,CUST30582,Joseph Rivera,25-34,Female,Dallas,TX,Bronze,Southshore Pavilion,Mango,Fashion,Ground,11,46.44,510.84,25,127.71,5.66,21.69,404.82,Debit Card,No,,Shopping,110,Free,5,No,,Yes,1109
ORD-2022-00841,4/2/2024,2024,April,4,Tuesday,Weekday,Spring,CUST79578,Emily Davis,25-34,Male,Fort Worth,TX,Silver,Sunrise Mall,Sephora,Beauty,1st,9,270.93,2438.37,5,121.92,11.92,276.12,2592.57,Debit Card,No,,Leisure,15,Valet,2,No,,No,8030
ORD-2023-00842,11/2/2023,2023,November,11,Thursday,Weekday,Fall,CUST50736,Betty Mitchell,18-24,Male,Columbus,OH,Platinum,The Royal Galleria,Tiffany & Co.,Jewelry,Ground,2,299.92,599.84,15,89.98,6.52,33.24,543.1,Buy Now Pay Later,No,,Dining,43,Free,4,No,,Yes,1207
ORD-2024-00843,6/3/2023,2023,June,6,Saturday,Weekend,Summer,CUST76988,Edward Young,45-54,Female,Phoenix,AZ,Diamond,Sunrise Mall,Build-A-Bear,Kids,2nd,10,387.38,3873.8,15,581.07,5.78,190.32,3483.05,Mobile Pay,No,,Gift Buying,129,Paid,3,No,,No,10823
ORD-2022-00844,2/12/2023,2023,February,2,Sunday,Weekend,Winter,CUST63716,Dorothy Ramirez,45-54,Male,Houston,TX,Bronze,Westfield Grand,Apple Store,Electronics,1st,12,373.84,4486.08,15,672.91,5.44,207.44,4020.61,Cash,No,,Dining,206,Free,3,No,,Yes,4767
ORD-2023-00845,12/20/2024,2024,December,12,Friday,Weekday,Winter,CUST31212,Matthew Scott,35-44,Female,Charlotte,NC,Diamond,Westfield Grand,Reebok,Sports,3rd,10,89.6,896,20,179.2,10.37,74.33,791.13,Credit Card,Yes,PROMO568,Shopping,130,Valet,4,No,,No,1352
ORD-2024-00846,10/24/2024,2024,October,10,Thursday,Weekday,Fall,CUST20918,Steven Clark,45-54,Female,Houston,TX,Silver,Pinnacle Plaza,Spencer's,Books & Gifts,Food Court,11,61.45,675.95,15,101.39,8.8,50.56,625.12,Mobile Pay,No,,Dining,116,Free,4,No,,No,1099
ORD-2022-00847,2/16/2023,2023,February,2,Thursday,Weekday,Winter,CUST80852,Michael Baker,55-64,Female,Chicago,IL,Platinum,Southshore Pavilion,New Balance,Sports,2nd,12,485.55,5826.6,5,291.33,6.31,349.28,5884.55,Buy Now Pay Later,No,,Gift Buying,201,Paid,5,No,,No,15442
ORD-2023-00848,7/14/2022,2022,July,7,Thursday,Weekday,Summer,CUST10822,Emily Hernandez,35-44,Female,Columbus,OH,Gold,Summit Crossing,TopShop,Fashion,2nd,9,263.71,2373.39,25,593.35,10.69,190.29,1970.33,Debit Card,No,,Shopping,174,Valet,3,No,,Yes,4747
ORD-2024-00849,12/28/2024,2024,December,12,Saturday,Weekend,Winter,CUST33356,Brian Young,18-24,Male,Philadelphia,PA,Gold,The Royal Galleria,Reebok,Sports,1st,1,495.38,495.38,20,99.08,6.05,23.98,420.28,Mobile Pay,No,,Window Shopping,109,Paid,5,No,,No,1814
ORD-2022-00850,9/23/2023,2023,September,9,Saturday,Weekend,Fall,CUST45760,Joseph Hill,25-34,Female,Philadelphia,PA,Gold,Summit Crossing,Hallmark,Books & Gifts,1st,11,320.05,3520.55,20,704.11,10.17,286.43,3102.87,Debit Card,No,,Gift Buying,235,Paid,4,No,,Yes,15371
ORD-2023-00851,3/22/2024,2024,March,3,Friday,Weekday,Spring,CUST69937,Donna Hill,25-34,Female,New York,NY,Silver,Northpark Mall,AMC Theaters,Entertainment,Ground,11,251.53,2766.83,10,276.68,9.8,244.03,2734.18,Gift Card,Yes,PROMO722,Entertainment,118,Paid,4,No,,No,7787
ORD-2024-00852,12/5/2023,2023,December,12,Tuesday,Weekday,Winter,CUST59914,Andrew Miller,25-34,Male,Dallas,TX,Bronze,Southshore Pavilion,Under Armour,Sports,3rd,10,269.18,2691.8,0,0,7.21,194.08,2885.88,Gift Card,No,,Dining,184,Free,4,No,,No,14274
